Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Price,Discount,Profit
92,CA-2015-124800,26/9/2015,30/9/2015,Standard Class,RW-19540,TEC-PH-10001750,5,263.96,0.2,23.0965
93,CA-2014-103401,21/11/2014,26/11/2014,Standard Class,GR-14560,OFF-PA-10003309,2,12.0,0.0,6.2208
94,CA-2016-127208,12/6/2016,15/6/2016,First Class,SC-20770,OFF-AP-10002118,1,208.0,0.0,56.2032
95,CA-2016-158099,3/9/2016,5/9/2016,First Class,PK-18910,OFF-BI-10000545,5,1141.47,0.7,-760.98
96,US-2014-105767,23/5/2014,27/5/2014,Standard Class,AR-10510,TEC-PH-10003092,2,55.188,0.4,-10.1178
97,CA-2014-129189,21/7/2014,25/7/2014,Standard Class,HM-14860,OFF-AP-10000124,3,4.992,0.8,-12.9792
98,CA-2014-156594,20/12/2014,23/12/2014,Second Class,MC-17845,OFF-BI-10004632,2,487.984,0.2,152.495
99,CA-2017-120222,25/4/2017,2/5/2017,Standard Class,LL-16840,OFF-PA-10004675,3,19.05,0.0,8.763
100,CA-2017-135650,23/3/2017,27/3/2017,Standard Class,AC-10660,OFF-ST-10001809,2,143.728,0.2,-32.3388
101,CA-2016-130820,15/11/2016,15/11/2016,Same Day,ON-18715,FUR-TA-10001768,4,630.0,0.4,-199.5076
102,CA-2015-110667,4/4/2015,8/4/2015,Standard Class,NF-18595,OFF-AR-10000716,2,11.0,0.0,4.3524
103,CA-2017-141138,10/11/2017,16/11/2017,Standard Class,GH-14425,TEC-AC-10001772,7,111.79,0.0,43.5981
104,CA-2016-162943,24/7/2016,26/7/2016,Second Class,DB-12970,FUR-CH-10001708,2,253.764,0.1,31.0156
105,CA-2014-141152,16/9/2014,19/9/2014,First Class,RF-19345,OFF-BI-10002931,1,33.552,0.2,12.582
106,CA-2016-128412,10/12/2016,17/12/2016,Standard Class,AP-10915,OFF-AP-10000252,3,35.1,0.0,12.285
107,CA-2014-166863,20/6/2014,24/6/2014,Standard Class,SC-20020,TEC-MA-10001972,2,418.8,0.4,-97.72
108,CA-2017-134915,12/11/2017,12/11/2017,Same Day,EM-14140,FUR-CH-10004875,2,113.0,0.2,9.9652
109,US-2015-115238,30/4/2015,4/5/2015,Standard Class,JW-15220,FUR-FU-10002960,5,31.4,0.0,13.188
110,US-2014-157385,23/11/2014,25/11/2014,First Class,SC-20095,TEC-AC-10003280,1,29.0,0.0,6.2979
111,CA-2017-121853,23/9/2017,29/9/2017,Standard Class,DB-13660,OFF-BI-10000977,3,72.96,0.2,23.712
112,CA-2016-133368,14/1/2016,20/1/2016,Standard Class,AG-10675,OFF-PA-10004039,2,89.568,0.2,32.4684
113,CA-2016-146157,21/11/2016,26/11/2016,Standard Class,RD-19720,OFF-PA-10001790,1,38.432,0.2,13.4512
114,CA-2016-154018,13/10/2016,19/10/2016,Standard Class,HA-14920,OFF-PA-10000551,2,8.288,0.2,3.0044
115,CA-2017-125472,30/5/2017,31/5/2017,First Class,BD-11725,FUR-BO-10000330,2,241.96,0.0,33.8744
116,CA-2016-168893,3/11/2016,8/11/2016,Second Class,AP-10915,FUR-TA-10003392,3,842.94,0.0,160.1586
117,CA-2017-135937,20/2/2017,27/2/2017,Standard Class,KM-16375,FUR-FU-10002253,2,68.0,0.2,16.3172
118,CA-2016-165330,11/12/2016,11/12/2016,Same Day,WB-21850,OFF-BI-10004001,9,122.0,0.2,39.8736
119,CA-2015-135510,5/9/2015,12/9/2015,Standard Class,TW-21025,FUR-FU-10000820,4,67.96,0.0,12.2328
120,CA-2014-114195,1/11/2014,3/11/2014,First Class,EA-14035,FUR-FU-10002253,2,68.704,0.2,16.3172
121,CA-2014-116785,26/4/2014,30/4/2014,Standard Class,MH-17290,OFF-AR-10003504,5,21.4,0.0,6.206
122,CA-2015-120362,14/9/2015,19/9/2015,Standard Class,CA-12265,FUR-TA-10003008,5,912.75,0.0,118.6575
123,US-2014-140452,6/12/2014,10/12/2014,Standard Class,BK-11260,OFF-ST-10002485,2,35.168,0.2,-8.3524
124,CA-2014-145387,31/10/2014,2/11/2014,Second Class,AM-10705,FUR-CH-10002320,5,1604.9,0.0,481.47
125,CA-2017-129357,14/5/2017,19/5/2017,Standard Class,KB-16585,OFF-SU-10004498,5,64.4,0.0,1.932
126,CA-2015-127607,20/3/2015,26/3/2015,Standard Class,JK-15730,OFF-BI-10001308,2,2.512,0.8,-4.396
127,CA-2015-110247,4/12/2015,8/12/2015,Standard Class,RH-19555,OFF-BI-10001553,3,8.226,0.7,-6.0324
128,US-2017-102288,19/6/2017,23/6/2017,Standard Class,ZC-21910,OFF-AP-10004655,1,2.264,0.8,-5.2072
129,CA-2014-154963,22/6/2014,27/6/2014,Standard Class,AA-10645,FUR-CH-10004698,3,170.0,0.3,-4.8588
130,US-2015-134026,26/4/2015,2/5/2015,Standard Class,JE-15745,OFF-ST-10004123,1,72.784,0.2,-18.196
131,CA-2016-132997,7/11/2016,9/11/2016,First Class,LW-17215,TEC-PH-10003811,3,359.97,0.0,100.7916
132,CA-2014-128622,15/11/2014,17/11/2014,Second Class,SC-20260,OFF-SU-10001574,3,10.95,0.0,3.285
133,CA-2017-101182,4/9/2017,5/9/2017,First Class,KB-16405,OFF-PA-10001800,2,12.96,0.0,6.2208
134,CA-2015-135853,11/12/2015,14/12/2015,First Class,CA-12775,OFF-BI-10004965,2,23.0,0.0,10.35
135,CA-2016-114727,18/7/2016,24/7/2016,Standard Class,LS-16945,OFF-BI-10004967,3,1.872,0.7,-1.4352
136,CA-2016-134474,5/1/2016,7/1/2016,Second Class,AJ-10795,OFF-AR-10003958,2,5.248,0.2,0.5904
137,CA-2015-161830,24/9/2015,26/9/2015,Second Class,ME-17725,OFF-BI-10001097,3,14.0,0.2,5.4201
138,CA-2014-153969,21/9/2014,25/9/2014,Standard Class,HF-14995,OFF-PA-10002246,3,19.35,0.0,9.4815
139,US-2017-158512,12/1/2017,17/1/2017,Second Class,DA-13450,FUR-FU-10004973,2,37.68,0.0,15.8256
140,CA-2015-153325,1/3/2015,2/3/2015,Second Class,ST-20530,OFF-BI-10004236,4,58.72,0.0,27.0112
141,CA-2017-100202,31/12/2016,5/1/2017,Standard Class,BD-11620,TEC-PH-10002563,3,302.376,0.2,22.6782
142,CA-2017-123022,3/9/2017,8/9/2017,Standard Class,SC-20050,OFF-BI-10002225,5,82.56,0.2,28.896
143,CA-2016-168046,25/1/2016,28/1/2016,Second Class,JD-15895,FUR-FU-10000747,1,45.98,0.0,7.8166
144,US-2016-141880,22/8/2016,23/8/2016,First Class,TC-21475,FUR-FU-10001979,3,98.328,0.2,9.8328
145,US-2014-100853,14/9/2014,19/9/2014,Standard Class,JB-15400,OFF-LA-10003148,4,20.16,0.2,6.552
146,CA-2017-168172,6/8/2017,10/8/2017,Standard Class,SH-20395,OFF-SU-10002573,4,70.0,0.0,21.036
147,US-2015-148817,1/12/2015,7/12/2015,Standard Class,KD-16495,OFF-BI-10004233,4,63.96,0.0,30.7008
148,CA-2014-127614,11/2/2014,15/2/2014,Standard Class,NF-18385,OFF-BI-10003291,2,17.46,0.0,8.2062
149,US-2016-151862,1/3/2016,8/3/2016,Standard Class,ON-18715,TEC-PH-10003535,2,159.0,0.2,13.9986
150,CA-2016-165169,5/6/2016,11/6/2016,Standard Class,JL-15235,OFF-ST-10001496,2,360.38,0.0,93.6988
151,CA-2017-128853,21/4/2017,23/4/2017,First Class,JM-15250,FUR-CH-10004218,9,908.82,0.0,227.205
152,CA-2017-152737,7/11/2017,12/11/2017,Standard Class,TS-21505,OFF-BI-10002982,4,21.792,0.2,7.6272
153,CA-2017-141663,13/4/2017,17/4/2017,Standard Class,DP-13105,OFF-FA-10004076,5,7.92,0.2,1.683
154,CA-2016-157259,24/12/2016,28/12/2016,Standard Class,JM-15535,FUR-FU-10003192,9,799.0,0.0,207.8856
155,US-2017-148362,1/7/2017,8/7/2017,Standard Class,KF-16285,OFF-ST-10001128,4,443.0,0.0,13.3176
156,US-2017-118157,14/11/2017,17/11/2017,First Class,AW-10930,OFF-EN-10004459,2,15.28,0.0,7.4872
157,CA-2015-111395,23/11/2015,27/11/2015,Standard Class,VB-21745,OFF-ST-10001291,2,27.056,0.2,2.3674
158,CA-2014-146528,25/7/2014,27/7/2014,Second Class,VF-21715,OFF-PA-10002195,1,6.48,0.0,3.1752
159,CA-2016-112830,6/6/2016,10/6/2016,Standard Class,LP-17095,FUR-FU-10004845,2,82.64,0.2,0.0
160,CA-2014-146815,8/9/2014,13/9/2014,Standard Class,PP-18955,OFF-AR-10003469,2,3.52,0.0,1.6896
161,CA-2016-141180,15/5/2016,19/5/2016,Second Class,DP-13000,OFF-BI-10000301,4,7.764,0.7,-5.176
162,CA-2017-168123,5/3/2017,5/3/2017,Same Day,JD-16060,OFF-BI-10001071,2,127.96,0.0,62.7004
163,US-2017-101539,16/3/2017,18/3/2017,Second Class,VM-21685,OFF-PA-10001972,1,6.48,0.0,3.1104
164,US-2017-100482,11/4/2017,15/4/2017,Standard Class,JL-15130,TEC-AC-10003441,2,27.12,0.2,-4.746
165,CA-2016-159373,13/3/2016,18/3/2016,Standard Class,LT-17110,FUR-TA-10004619,5,557.585,0.3,0.0
166,CA-2017-103380,21/11/2017,25/11/2017,Standard Class,BF-11005,OFF-FA-10004248,2,9.02,0.0,3.5178
167,CA-2016-131065,14/11/2016,16/11/2016,Second Class,AA-10375,TEC-AC-10004145,2,499.98,0.0,114.9954
168,CA-2017-143245,1/12/2017,6/12/2017,Standard Class,AD-10180,OFF-PA-10001972,3,19.44,0.0,9.3312
169,CA-2017-138975,19/5/2017,23/5/2017,Standard Class,SC-20380,OFF-PA-10000100,7,286.93,0.0,140.5957
170,CA-2016-116526,1/9/2016,5/9/2016,Standard Class,JA-15970,OFF-BI-10001116,5,26.4,0.0,12.672
171,CA-2017-127432,22/1/2017,27/1/2017,Standard Class,AD-10180,TEC-CO-10003236,5,2999.95,0.0,1379.977
172,US-2015-142020,4/6/2015,8/6/2015,Second Class,TC-21535,OFF-PA-10004569,4,30.44,0.0,14.3068
173,CA-2016-125087,18/4/2016,23/4/2016,Standard Class,TH-21115,OFF-ST-10001780,3,1554.936,0.2,77.7468
174,CA-2016-140130,31/10/2016,5/11/2016,Standard Class,HW-14935,OFF-ST-10001128,3,332.94,0.0,9.9882
175,CA-2015-144288,25/12/2015,31/12/2015,Standard Class,MB-17305,OFF-LA-10003190,4,9.216,0.2,3.3408
176,CA-2014-133228,4/4/2014,9/4/2014,Standard Class,MS-17710,FUR-FU-10004020,1,5.47,0.0,2.3521
177,CA-2014-107398,25/8/2014,30/8/2014,Standard Class,BS-11590,OFF-BI-10002103,8,20.0,0.7,-16.6848
178,CA-2017-110905,10/9/2017,15/9/2017,Second Class,RW-19690,OFF-AP-10004785,3,33.99,0.0,14.6157
179,CA-2014-117765,7/9/2014,13/9/2014,Standard Class,RB-19465,FUR-CH-10004698,2,161.96,0.0,45.3488
180,CA-2014-113271,9/7/2014,14/7/2014,Standard Class,DS-13030,OFF-AR-10003251,2,5.0,0.0,2.224
181,US-2017-162670,23/12/2017,28/12/2017,Second Class,MF-18250,OFF-PA-10001994,2,44.96,0.0,20.6816
182,CA-2015-105627,8/3/2015,12/3/2015,Standard Class,DK-12895,TEC-PH-10003012,5,769.95,0.0,223.2855
183,CA-2016-121447,21/2/2016,22/2/2016,First Class,EA-14035,FUR-FU-10001861,7,135.8,0.0,66.542
184,CA-2014-151897,6/6/2014,10/6/2014,Standard Class,VT-21700,OFF-LA-10001074,10,100.24,0.2,33.0
185,CA-2014-156160,22/9/2014,29/9/2014,Standard Class,AS-10090,OFF-AR-10003876,4,13.04,0.0,5.7376
186,US-2016-122182,10/3/2016,14/3/2016,Standard Class,BD-11770,TEC-AC-10002800,1,39.992,0.2,7.4985
187,CA-2015-161998,1/5/2015,5/5/2015,Standard Class,DB-13120,OFF-AR-10004022,6,172.0,0.2,10.794
188,CA-2015-143882,26/6/2015,30/6/2015,Standard Class,DB-13360,OFF-PA-10004040,9,43.0,0.2,15.6078
189,US-2015-168704,13/4/2015,17/4/2015,Standard Class,FP-14320,TEC-PH-10001061,3,239.976,0.2,17.9982
190,CA-2017-144484,11/9/2017,11/9/2017,Same Day,CB-12025,FUR-FU-10000260,4,32.36,0.0,11.6496
191,CA-2017-163006,30/6/2017,4/7/2017,Second Class,GH-14410,TEC-PH-10002584,2,1001.0,0.2,125.198
192,CA-2014-129147,2/11/2014,6/11/2014,Standard Class,LC-17050,TEC-PH-10001552,7,50.232,0.4,-10.0464
193,CA-2015-111514,31/8/2015,2/9/2015,First Class,SC-20260,OFF-BI-10002735,5,137.24,0.2,46.3185
194,CA-2017-146136,3/9/2017,7/9/2017,Standard Class,AP-10915,OFF-EN-10001219,4,24.448,0.2,8.8624
195,CA-2016-129126,14/12/2016,19/12/2016,Standard Class,PK-19075,OFF-BI-10000279,2,23.12,0.2,7.803
196,CA-2014-138317,21/6/2014,25/6/2014,Standard Class,NW-18400,OFF-BI-10000069,2,9.006,0.7,-7.2048
197,CA-2017-107314,30/11/2017,3/12/2017,First Class,MZ-17335,FUR-FU-10003489,3,25.83,0.0,9.5571
198,CA-2017-167094,21/10/2017,22/10/2017,First Class,DK-12835,TEC-AC-10003116,2,28.4,0.2,6.745
199,CA-2017-113278,14/1/2017,20/1/2017,Standard Class,HR-14770,TEC-PH-10000169,4,67.8,0.0,1.356
200,CA-2016-161158,9/5/2016,13/5/2016,Standard Class,PS-18970,OFF-AR-10000462,5,8.0,0.0,3.44
201,US-2017-136189,7/12/2017,11/12/2017,Standard Class,DC-13285,FUR-FU-10000175,6,82.38,0.0,25.5378
202,US-2015-138303,3/9/2015,7/9/2015,Standard Class,MG-18145,OFF-ST-10004963,3,36.336,0.2,-7.2672
203,CA-2016-134348,12/11/2016,19/11/2016,Standard Class,MS-17710,TEC-AC-10003447,2,31.0,0.2,1.999
204,CA-2017-132521,23/9/2017,25/9/2017,Second Class,DW-13540,OFF-AP-10002191,2,119.96,0.0,33.5888
205,CA-2017-162474,13/3/2017,16/3/2017,First Class,FH-14275,TEC-PH-10004700,1,7.992,0.2,2.5974
206,CA-2016-169971,4/9/2016,9/9/2016,Standard Class,IL-15100,OFF-AR-10002804,1,3.912,0.2,1.0269
207,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,OFF-SU-10001218,6,65.88,0.0,18.4464
208,CA-2016-108581,20/6/2016,26/6/2016,Standard Class,EA-14035,TEC-AC-10001109,4,95.0,0.2,26.3912
209,CA-2016-118255,11/3/2016,13/3/2016,First Class,ON-18715,TEC-AC-10000171,2,45.98,0.0,19.7714
210,US-2015-164448,31/10/2015,4/11/2015,Second Class,DK-12835,OFF-BI-10002949,2,9.728,0.2,3.2832
211,CA-2014-130449,6/9/2014,9/9/2014,First Class,VP-21760,OFF-LA-10001934,8,58.48,0.0,27.4856
212,CA-2014-138513,23/5/2014,27/5/2014,Standard Class,EH-13990,OFF-PA-10003177,2,12.0,0.0,6.2208
213,US-2016-108504,5/2/2016,5/2/2016,Same Day,PP-18955,FUR-FU-10004091,3,18.84,0.0,7.1592
214,CA-2016-123617,28/11/2016,3/12/2016,Standard Class,AJ-10780,OFF-BI-10002976,6,7.434,0.7,-5.6994
215,CA-2015-124919,31/5/2015,2/6/2015,First Class,SP-20650,OFF-PA-10001950,7,58.0,0.0,26.271
216,CA-2015-130974,27/11/2015,29/11/2015,Second Class,MA-17560,OFF-PA-10000743,6,40.08,0.0,19.2384
217,CA-2017-106747,3/7/2017,4/7/2017,First Class,TS-21505,FUR-FU-10004188,1,102.3,0.0,26.598
218,CA-2014-124429,27/5/2014,27/5/2014,Same Day,MH-17785,OFF-ST-10001809,4,359.32,0.0,7.1864
219,CA-2017-145128,9/7/2017,14/7/2017,Standard Class,SM-20320,FUR-FU-10000293,5,526.45,0.0,31.587
220,US-2016-103674,6/12/2016,10/12/2016,Standard Class,AP-10720,OFF-BI-10002026,14,437.472,0.2,153.1152
221,CA-2016-133711,26/11/2016,29/11/2016,First Class,MC-17425,OFF-PA-10001685,7,70.98,0.0,34.7802
222,US-2015-168914,21/5/2015,27/5/2015,Standard Class,JE-15745,OFF-AP-10000358,8,20.768,0.8,-52.9584
223,CA-2014-142510,22/12/2014,29/12/2014,Standard Class,NP-18700,OFF-PA-10001289,4,124.032,0.2,44.9616
